2	4629098
3	2993374
4	1962900
5	1344316
6	931025
7	719812
8	568302
9	435014
10	343977
11	292516
12	249375
13	217957
14	182937
15	154987
16	140551
17	129837
18	127967
19	108123
20	97508
21	82737
22	86335
23	78355
24	63616
25	58407
26	55529
27	57226
28	48346
29	43285
30	37586
31	34671
32	33961
33	32387
34	29743
35	28532
36	25532
37	24417
38	23683
39	23062
40	23317
41	23596
42	23722
43	23790
44	23626
45	20431
46	19944
47	18940
48	18480
49	18954
50	18042
51	16083
52	15760
53	13894
54	13191
55	13869
56	14297
57	14655
58	14222
59	14000
60	12634
61	11784
62	10663
63	10593
64	9821
65	9864
66	9256
67	8980
68	9064
69	9552
70	8916
71	8913
72	8376
73	8435
74	7942
75	7925
76	8230
77	8396
78	8877
79	9202
80	10062
81	8803
82	8089
83	7795
84	7604
85	7462
86	7317
87	6622
88	6257
89	6229
90	5814
91	5753
92	5153
93	5183
94	5199
95	5146
96	4778
97	4786
98	4568
99	4735
100	4509
101	4688
102	4405
103	4397
104	4503
105	4547
106	4721
107	4357
108	4209
109	4006
110	4103
111	4147
112	4005
113	3995
114	3961
115	3706
116	3641
117	3484
118	3653
119	3669
120	3488
121	3530
122	3563
123	3591
124	3839
125	3972
126	4017
127	3826
128	3403
129	2966
130	2866
131	2673
132	2751
133	2473
134	2528
135	2380
136	2418
137	2342
138	2406
139	2372
140	2473
141	2309
142	2486
143	2218
144	2257
145	2138
146	2215
147	2288
148	2080
149	2287
150	2150
151	2023
152	1892
153	2121
154	2202
155	1943
156	1675
157	1772
158	1710
159	1728
160	1702
161	1613
162	1777
163	1670
164	1668
165	1628
166	1461
167	1519
168	1515
169	1656
170	1729
171	1625
172	1765
173	1678
174	1632
175	1531
176	1531
177	1445
178	1283
179	1430
180	1325
181	1385
182	1316
183	1354
184	1374
185	1381
186	1371
187	1432
188	1363
189	1348
190	1360
191	1282
192	1374
193	1282
194	1193
195	1089
196	1155
197	1152
198	1130
199	1230
200	1248
201	1167
202	1055
203	1020
204	1001
205	1002
206	912
207	911
208	1035
209	1003
210	977
211	945
212	914
213	966
214	905
215	918
216	882
217	992
218	901
219	923
220	928
221	886
222	800
223	825
224	751
225	813
226	820
227	785
228	761
229	769
230	729
231	708
232	774
233	754
234	841
235	747
236	726
237	819
238	817
239	882
240	830
241	890
242	882
243	854
244	819
245	741
246	671
247	804
248	739
249	760
250	650
251	773
252	800
253	756
254	780
255	824
256	803
257	793
258	679
259	775
260	729
261	703
262	751
263	768
264	779
265	724
266	802
267	759
268	779
269	744
270	822
271	800
272	776
273	846
274	762
275	768
276	773
277	807
278	817
279	748
280	642
281	738
282	727
283	704
284	727
285	665
286	673
287	584
288	569
289	581
290	578
291	580
292	562
293	549
294	544
295	543
296	522
297	477
298	531
299	473
300	498
301	451
302	433
303	452
304	435
305	494
306	425
307	438
308	441
309	430
310	412
311	423
312	471
313	446
314	465
315	480
316	494
317	541
318	535
319	495
320	493
321	458
322	387
323	398
324	427
325	438
326	455
327	454
328	426
329	424
330	422
331	387
332	424
333	384
334	409
335	376
336	410
337	404
338	448
339	372
340	405
341	417
342	400
343	373
344	418
345	396
346	423
347	430
348	438
349	404
350	443
351	463
352	435
353	450
354	518
355	484
356	464
357	441
358	406
359	445
360	448
361	446
362	459
363	483
364	432
365	452
366	447
367	421
368	455
369	454
370	410
371	411
372	390
373	448
374	367
375	388
376	333
377	346
378	363
379	339
380	349
381	318
382	310
383	311
384	312
385	326
386	314
387	265
388	296
389	265
390	271
391	258
392	267
393	285
394	290
395	258
396	270
397	259
398	262
399	276
400	289
401	284
402	264
403	270
404	258
405	284
406	298
407	324
408	296
409	311
410	316
411	299
412	320
413	293
414	286
415	277
416	245
417	324
418	299
419	338
420	407
421	419
422	422
423	345
424	324
425	328
426	326
427	334
428	298
429	300
430	299
431	300
432	352
433	337
434	385
435	324
436	319
437	308
438	299
439	339
440	330
441	329
442	352
443	356
444	293
445	347
446	364
447	300
448	312
449	328
450	331
451	308
452	301
453	300
454	298
455	273
456	260
457	246
458	216
459	308
460	251
461	247
462	237
463	247
464	206
465	206
466	237
467	226
468	216
469	230
470	264
471	214
472	217
473	190
474	200
475	226
476	222
477	211
478	204
479	219
480	211
481	225
482	233
483	213
484	214
485	224
486	222
487	239
488	215
489	212
490	205
491	248
492	221
493	218
494	188
495	193
496	168
497	179
498	204
499	194
500	161
501	194
502	188
503	158
504	170
505	163
506	159
507	166
508	168
509	173
510	180
511	166
512	163
513	175
514	181
515	156
516	181
517	153
518	171
519	159
520	192
521	165
522	177
523	181
524	171
525	169
526	159
527	165
528	160
529	173
530	165
531	150
532	156
533	155
534	143
535	159
536	162
537	177
538	149
539	161
540	127
541	153
542	151
543	148
544	167
545	179
546	152
547	158
548	158
549	162
550	134
551	147
552	179
553	169
554	159
555	129
556	161
557	167
558	156
559	166
560	150
561	154
562	157
563	183
564	150
565	142
566	173
567	160
568	134
569	149
570	155
571	152
572	161
573	163
574	127
575	141
576	150
577	133
578	127
579	148
580	138
581	152
582	143
583	175
584	135
585	167
586	176
587	155
588	159
589	177
590	144
591	167
592	149
593	168
594	165
595	164
596	158
597	144
598	156
599	151
600	135
601	141
602	159
603	139
604	144
605	143
606	148
607	145
608	120
609	127
610	135
611	169
612	143
613	121
614	148
615	136
616	143
617	110
618	120
619	133
620	95
621	138
622	126
623	126
624	134
625	118
626	112
627	107
628	135
629	141
630	105
631	141
632	142
633	121
634	144
635	141
636	128
637	134
638	120
639	129
640	125
641	118
642	139
643	144
644	118
645	150
646	151
647	136
648	129
649	124
650	157
651	113
652	105
653	111
654	122
655	129
656	124
657	105
658	127
659	99
660	129
661	108
662	119
663	108
664	112
665	123
666	135
667	112
668	133
669	124
670	131
671	120
672	126
673	132
674	115
675	118
676	109
677	105
678	122
679	107
680	102
681	96
682	109
683	118
684	109
685	111
686	106
687	89
688	105
689	87
690	122
691	89
692	99
693	108
694	89
695	86
696	78
697	81
698	93
699	86
700	75
701	71
702	100
703	82
704	79
705	81
706	75
707	69
708	81
709	85
710	78
711	105
712	90
713	70
714	79
715	82
716	73
717	85
718	74
719	68
720	74
721	92
722	76
723	83
724	74
725	62
726	83
727	79
728	70
729	83
730	80
731	85
732	88
733	84
734	90
735	58
736	68
737	68
738	95
739	78
740	78
741	79
742	74
743	83
744	85
745	92
746	80
747	63
748	65
749	73
750	74
751	67
752	82
