5	547888
10	148211
17	94065
26	77081
37	47052
50	38901
65	30359
82	24384
101	20713
122	17611
145	14644
170	12629
197	11431
226	10128
257	8992
290	7900
325	7155
362	6494
401	5613
442	5179
485	4845
530	4331
577	4189
626	3929
677	3775
730	3561
785	3205
842	3027
901	2851
962	2535
1025	2409
1090	2262
1157	2089
1226	2045
1297	1892
1370	1705
1445	1699
1522	1554
1601	1568
1682	1412
1765	1378
1850	1278
1937	1217
2026	1132
2117	1100
2210	1012
2305	943
2402	1012
2501	945
2602	895
2705	965
2810	964
2917	901
3026	886
3137	853
3250	840
3365	795
3482	781
3601	742
3722	678
3845	701
3970	611
4097	627
4226	594
4357	560
4490	548
4625	522
4762	498
4901	490
5042	473
5185	426
5330	467
5477	423
5626	388
5777	388
5930	413
6085	388
6242	376
6401	324
6562	347
6725	365
6890	291
7057	317
7226	302
7397	321
7570	305
7745	295
7922	304
8101	296
8282	307
8465	312
8650	310
8837	303
9026	296
9217	321
9410	298
9605	266
9802	294
10001	299
10202	257
10405	305
10610	316
10817	270
11026	299
11237	275
11450	258
11665	300
11882	296
12101	280
12322	255
12545	251
12770	273
12997	241
13226	235
13457	264
13690	216
13925	216
14162	261
14401	235
14642	246
14885	234
15130	228
15377	218
15626	232
15877	243
16130	257
16385	217
16642	245
16901	243
17162	254
17425	211
17690	233
17957	223
18226	243
18497	222
18770	236
19045	233
19322	220
19601	225
19882	221
20165	223
20450	219
20737	242
21026	231
21317	206
21610	194
21905	190
22202	165
22501	142
22802	143
23105	161
23410	126
23717	138
24026	126
24337	134
24650	134
24965	139
25282	114
25601	130
25922	106
26245	98
26570	118
26897	133
27226	107
27557	94
27890	102
28225	96
28562	101
28901	93
29242	92
29585	74
29930	91
30277	80
30626	68
30977	104
31330	90
31685	68
32042	96
32401	78
32762	97
33125	96
33490	79
33857	79
34226	75
34597	79
34970	75
35345	80
35722	77
36101	80
36482	83
36865	83
37250	73
37637	65
38026	77
38417	82
38810	71
39205	70
39602	62
40001	60
40402	66
40805	74
41210	67
41617	65
42026	60
42437	64
42850	54
43265	51
43682	57
44101	64
44522	46
44945	71
45370	54
45797	58
46226	61
46657	55
47090	46
47525	57
47962	48
48401	51
48842	46
49285	51
49730	59
50177	47
50626	64
51077	52
51530	45
51985	47
52442	40
52901	35
53362	40
53825	48
54290	35
54757	37
55226	51
55697	35
56170	48
56645	42
57122	43
57601	44
58082	32
58565	38
59050	27
59537	42
60026	35
60517	39
61010	42
61505	24
62002	35
62501	35
63002	27
63505	33
64010	40
64517	38
65026	38
65537	25
66050	35
66565	37
67082	25
67601	31
68122	24
68645	41
69170	19
69697	33
70226	29
70757	28
71290	21
71825	25
72362	30
72901	23
73442	26
73985	21
74530	27
75077	29
75626	28
76177	20
76730	30
77285	17
77842	27
78401	25
78962	30
79525	23
80090	17
80657	29
81226	21
81797	29
82370	14
82945	23
83522	30
84101	32
84682	27
85265	18
85850	36
86437	24
87026	28
87617	24
88210	19
88805	25
89402	34
90001	30
90602	19
91205	25
91810	26
92417	16
93026	24
93637	23
94250	19
94865	15
95482	28
96101	27
96722	19
97345	22
97970	17
98597	24
99226	21
99857	17
100490	20
101125	19
101762	24
102401	16
103042	28
103685	15
104330	15
104977	21
105626	18
106277	7
106930	13
107585	15
108242	17
108901	22
109562	16
110225	18
110890	19
111557	14
112226	13
112897	21
113570	19
114245	11
114922	22
115601	17
116282	23
116965	14
117650	13
118337	18
119026	16
119717	20
120410	10
121105	19
121802	17
122501	20
123202	16
123905	14
124610	15
125317	11
126026	11
126737	13
127450	16
128165	8
128882	6
129601	18
130322	12
131045	14
131770	14
132497	20
133226	9
133957	12
134690	20
135425	18
136162	19
136901	8
137642	13
138385	14
139130	12
139877	11
140626	10
141377	18
142130	16
142885	16
143642	16
144401	10
145162	13
145925	14
146690	13
147457	12
148226	17
148997	15
149770	16
150545	20
151322	10
152101	9
152882	19
153665	8
154450	18
155237	5
156026	19
156817	15
157610	4
158405	13
159202	14
160001	20
160802	12
161605	16
162410	15
163217	9
164026	15
164837	9
165650	7
166465	13
167282	13
168101	16
168922	8
169745	6
170570	9
171397	14
172226	14
173057	12
173890	18
174725	17
175562	6
176401	15
177242	15
178085	11
178930	12
179777	11
180626	11
181477	6
182330	12
183185	16
184042	8
184901	16
185762	12
186625	13
187490	16
188357	10
189226	14
190097	11
190970	8
191845	9
192722	8
193601	8
194482	7
195365	11
196250	8
197137	5
198026	15
198917	9
199810	10
200705	10
201602	11
202501	9
203402	14
204305	10
205210	9
206117	15
207026	13
207937	17
208850	9
209765	9
210682	7
211601	8
212522	14
213445	8
214370	9
215297	6
216226	11
217157	10
218090	9
219025	10
219962	11
220901	8
221842	9
222785	7
223730	9
224677	16
225626	11
226577	13
227530	16
228485	7
229442	11
230401	11
231362	12
232325	14
233290	12
234257	8
235226	14
236197	13
237170	7
238145	7
239122	11
240101	17
241082	12
242065	9
243050	7
244037	15
245026	7
246017	13
247010	4
248005	7
249002	12
250001	11
251002	8
252005	9
253010	11
254017	11
255026	5
256037	7
257050	14
258065	11
259082	8
260101	9
261122	10
262145	11
263170	8
264197	6
265226	11
266257	9
267290	12
268325	5
269362	7
270401	4
271442	11
272485	9
273530	15
274577	11
275626	8
276677	6
277730	4
278785	5
279842	5
280901	12
281962	7
283025	15
284090	11
285157	5
286226	6
287297	10
288370	8
289445	10
290522	18
291601	9
292682	10
293765	13
294850	1
295937	8
297026	11
298117	5
299210	11
300305	11
301402	8
302501	7
303602	5
304705	4
305810	8
306917	10
308026	8
309137	4
310250	15
311365	5
312482	10
313601	9
314722	8
315845	7
316970	6
318097	3
319226	7
320357	8
321490	8
322625	9
323762	10
324901	7
326042	5
327185	8
328330	7
329477	7
330626	4
331777	7
332930	8
334085	8
335242	9
336401	7
337562	5
338725	5
339890	4
341057	9
342226	10
343397	5
344570	3
345745	9
346922	3
348101	5
349282	9
350465	8
351650	7
352837	4
354026	8
356410	14
357605	6
358802	4
360001	6
361202	6
362405	8
363610	3
364817	7
366026	3
367237	1
368450	5
369665	3
370882	2
372101	4
373322	2
374545	2
375770	6
376997	6
378226	7
379457	4
380690	1
381925	7
383162	4
384401	6
385642	8
386885	5
388130	5
389377	5
390626	5
391877	7
393130	2
394385	3
395642	5
396901	2
398162	7
399425	5
400690	3
401957	6
403226	6
404497	2
405770	3
407045	5
408322	2
409601	6
410882	1
412165	3
413450	2
414737	5
416026	2
417317	2
418610	1
419905	2
421202	3
422501	3
423802	2
425105	1
426410	5
427717	4
429026	5
430337	2
431650	6
432965	2
434282	2
435601	5
436922	3
438245	2
439570	7
440897	2
